country,granularity,year,population
Lesotho,Rural,2022,1667.714
Lesotho,Urban,2022,712.787
Lesotho,Total,2023,2311.472
Lesotho,Male,2023,1125.727
Lesotho,Female,2023,1185.745
Lesotho,Rural,2023,1676.472
Lesotho,Urban,2023,732.775
Liberia,Total,2019,5043.721
Liberia,Male,2019,2514.226
Liberia,Female,2019,2529.494
Liberia,Rural,2019,2408.447
Liberia,Urban,2019,2569.273
Liberia,Total,2020,5149.463
Liberia,Male,2020,2567.665
Liberia,Female,2020,2581.798
Liberia,Rural,2020,2445.292
Liberia,Urban,2020,2658.561
Liberia,Total,2021,5259.323
Liberia,Male,2021,2623.166
Liberia,Female,2021,2636.157
Liberia,Rural,2021,2481.436
Liberia,Urban,2021,2750.646
Liberia,Total,2022,5373.294
Liberia,Male,2022,2680.814
Liberia,Female,2022,2692.48
Liberia,Rural,2022,2517.04
Liberia,Urban,2022,2845.823
Liberia,Total,2023,5493.031
Liberia,Male,2023,2741.343
Liberia,Female,2023,2751.688
Liberia,Rural,2023,2552.037
Liberia,Urban,2023,2944.14
Libya,Total,2019,6951.033
Libya,Male,2019,3542.809
Libya,Female,2019,3408.223
Libya,Rural,2019,1288.13
Libya,Urban,2019,5281.734
Libya,Total,2020,7045.399
Libya,Male,2020,3587.984
Libya,Female,2020,3457.415
Libya,Rural,2020,1286.402
Libya,Urban,2020,5375.771
Libya,Total,2021,7135.175
Libya,Male,2021,3630.945
Libya,Female,2021,3504.23
Libya,Rural,2021,1282.075
Libya,Urban,2021,5463.598
Libya,Total,2022,7223.805
Libya,Male,2022,3673.879
Libya,Female,2022,3549.925
Libya,Rural,2022,1275.753
Libya,Urban,2022,5547.099
Libya,Total,2023,7305.659
Libya,Male,2023,3714.641
Libya,Female,2023,3591.018
Libya,Rural,2023,1268.203
Libya,Urban,2023,5626.565
Liechtenstein,Total,2019,38.44
Liechtenstein,Male,2019,19.066
Liechtenstein,Female,2019,19.374
Liechtenstein,Rural,2019,32.885
Liechtenstein,Urban,2019,5.519
Liechtenstein,Total,2020,38.767
Liechtenstein,Male,2020,19.234
Liechtenstein,Female,2020,19.533
Liechtenstein,Rural,2020,33.074
Liechtenstein,Urban,2020,5.571
Liechtenstein,Total,2021,39.044
Liechtenstein,Male,2021,19.377
Liechtenstein,Female,2021,19.667
Liechtenstein,Rural,2021,33.26
Liechtenstein,Urban,2021,5.628
Liechtenstein,Total,2022,39.317
Liechtenstein,Male,2022,19.52
Liechtenstein,Female,2022,19.797
Liechtenstein,Rural,2022,33.445
Liechtenstein,Urban,2022,5.69
Liechtenstein,Total,2023,39.598
Liechtenstein,Male,2023,19.666
Liechtenstein,Female,2023,19.931
Liechtenstein,Rural,2023,33.614
Liechtenstein,Urban,2023,5.754
Lithuania,Total,2019,2795.058
Lithuania,Male,2019,1300.161
Lithuania,Female,2019,1494.897
Lithuania,Rural,2019,920.766
Lithuania,Urban,2019,1943.693
Lithuania,Total,2020,2795.765
Lithuania,Male,2020,1309.124
Lithuania,Female,2020,1486.64
Lithuania,Rural,2020,911.492
Lithuania,Urban,2020,1940.986
Lithuania,Total,2021,2794.488
Lithuania,Male,2021,1313.587
Lithuania,Female,2021,1480.9
Lithuania,Rural,2021,901.73
Lithuania,Urban,2021,1938.269
Lithuania,Total,2022,2816.919
Lithuania,Male,2022,1326.195
Lithuania,Female,2022,1490.725
Lithuania,Rural,2022,891.571
Lithuania,Urban,2022,1935.695
Lithuania,Total,2023,2854.099
Lithuania,Male,2023,1345.803
Lithuania,Female,2023,1508.295
Lithuania,Rural,2023,881.015
Lithuania,Urban,2023,1933.23
Luxembourg,Total,2019,620.163
Luxembourg,Male,2019,311.93
Luxembourg,Female,2019,308.233
Luxembourg,Rural,2019,52.396
Luxembourg,Urban,2019,544.596
Luxembourg,Total,2020,630.597
Luxembourg,Male,2020,317.306
Luxembourg,Female,2020,313.291
Luxembourg,Rural,2020,51.616
Luxembourg,Urban,2020,552.328
Luxembourg,Total,2021,640.274
Luxembourg,Male,2021,322.375
Luxembourg,Female,2021,317.899
Luxembourg,Rural,2021,50.91
Luxembourg,Urban,2021,560.428
Luxembourg,Total,2022,653.313
Luxembourg,Male,2022,328.888
Luxembourg,Female,2022,324.425
Luxembourg,Rural,2022,50.259
Luxembourg,Urban,2022,568.739
Luxembourg,Total,2023,665.098
Luxembourg,Male,2023,334.676
Luxembourg,Female,2023,330.421
Luxembourg,Rural,2023,49.652
Luxembourg,Urban,2023,577.139
Madagascar,Total,2019,28219.554
Madagascar,Male,2019,14156.202
Madagascar,Female,2019,14063.352
Madagascar,Rural,2019,16758.613
Madagascar,Urban,2019,10211.029
Madagascar,Total,2020,28953.556
Madagascar,Male,2020,14523.993
Madagascar,Female,2020,14429.564
Madagascar,Rural,2020,17020.546
Madagascar,Urban,2020,10670.252
Madagascar,Total,2021,29691.083
Madagascar,Male,2021,14893.095
Madagascar,Female,2021,14797.988
Madagascar,Rural,2021,17281.025
Madagascar,Urban,2021,11145.081
Madagascar,Total,2022,30437.26
Madagascar,Male,2022,15266.903
Madagascar,Female,2022,15170.358
Madagascar,Rural,2022,17539.783
Madagascar,Urban,2022,11635.629
Madagascar,Total,2023,31195.932
Madagascar,Male,2023,15646.931
Madagascar,Female,2023,15549.002
Madagascar,Rural,2023,17796.275
Madagascar,Urban,2023,12141.777
Malawi,Total,2019,19025.752
Malawi,Male,2019,9272.383
Malawi,Female,2019,9753.369
Malawi,Rural,2019,16332.17
Malawi,Urban,2019,3386.573
Malawi,Total,2020,19533.888
Malawi,Male,2020,9522.275
Malawi,Female,2020,10011.612
Malawi,Rural,2020,16748.855
Malawi,Urban,2020,3534.836
Malawi,Total,2021,20047.258
Malawi,Male,2021,9774.487
Malawi,Female,2021,10272.771
Malawi,Rural,2021,17168.11
Malawi,Urban,2021,3691.081
Malawi,Total,2022,20568.728
Malawi,Male,2022,10030.976
Malawi,Female,2022,10537.752
Malawi,Rural,2022,17589.674
Malawi,Urban,2022,3855.794
Malawi,Total,2023,21104.482
Malawi,Male,2023,10295.096
Malawi,Female,2023,10809.386
Malawi,Rural,2023,18013.68
Malawi,Urban,2023,4029.578
Malaysia,Total,2019,33440.596
Malaysia,Male,2019,17586.001
Malaysia,Female,2019,15854.594
Malaysia,Rural,2019,7592.143
Malaysia,Urban,2019,24862.312
Malaysia,Total,2020,33889.558
Malaysia,Male,2020,17821.825
Malaysia,Female,2020,16067.734
Malaysia,Rural,2020,7507.36
Malaysia,Urban,2020,25361.963
Malaysia,Total,2021,34282.399
Malaysia,Male,2021,18008.668
Malaysia,Female,2021,16273.73
Malaysia,Rural,2021,7424.927
Malaysia,Urban,2021,25864.286
Malaysia,Total,2022,34695.493
Malaysia,Male,2022,18204.478
Malaysia,Female,2022,16491.015
Malaysia,Rural,2022,7344.151
Malaysia,Urban,2022,26366.66
Malaysia,Total,2023,35126.298
Malaysia,Male,2023,18410.069
Malaysia,Female,2023,16716.229
Malaysia,Rural,2023,7264.482
Malaysia,Urban,2023,26866.688
Maldives,Total,2019,487.731
Maldives,Male,2019,298.305
Maldives,Female,2019,189.425
Maldives,Rural,2019,269.969
Maldives,Urban,2019,181.769
Maldives,Total,2020,502.118
Maldives,Male,2020,309.481
Maldives,Female,2020,192.637
Maldives,Rural,2020,272.275
Maldives,Urban,2020,186.634
Maldives,Total,2021,516.154
Maldives,Male,2021,320.476
Maldives,Female,2021,195.678
Maldives,Rural,2021,274.338
Maldives,Urban,2021,191.444
Maldives,Total,2022,524.106
Maldives,Male,2022,326.187
Maldives,Female,2022,197.92
Maldives,Rural,2022,276.147
Maldives,Urban,2022,196.187
Maldives,Total,2023,525.994
Maldives,Male,2023,326.618
Maldives,Female,2023,199.376
Maldives,Rural,2023,277.674
Maldives,Urban,2023,200.834
Mali,Total,2019,21068.405
Mali,Male,2019,10636.094
Mali,Female,2019,10432.31
Mali,Rural,2019,11196.104
Mali,Urban,2019,8493.036
Mali,Total,2020,21713.836
Mali,Male,2020,10960.972
Mali,Female,2020,10752.863
Mali,Rural,2020,11377.544
Mali,Urban,2020,8906.636
Mali,Total,2021,22388.63
Mali,Male,2021,11300.445
Mali,Female,2021,11088.185
Mali,Rural,2021,11558.498
Mali,Urban,2021,9334.086
Mali,Total,2022,23072.64
Mali,Male,2022,11644.586
Mali,Female,2022,11428.053
Mali,Rural,2022,11739.437
Mali,Urban,2022,9775.868
Mali,Total,2023,23769.127
Mali,Male,2023,11994.667
Mali,Female,2023,11774.46
Mali,Rural,2023,11920.604
Mali,Urban,2023,10232.281
Malta,Total,2019,504.015
Malta,Male,2019,258.784
Malta,Female,2019,245.232
Malta,Rural,2019,23.057
Malta,Urban,2019,410.188
Malta,Total,2020,518.207
Malta,Male,2020,268.351
Malta,Female,2020,249.856
Malta,Rural,2020,22.83
Malta,Urban,2020,411.533
Malta,Total,2021,524.376
Malta,Male,2021,272.253
Malta,Female,2021,252.123
Malta,Rural,2021,22.602
Malta,Urban,2021,412.867
Malta,Total,2022,528.192
Malta,Male,2022,274.19
Malta,Female,2022,254.001
Malta,Rural,2022,22.37
Malta,Urban,2022,414.163
Malta,Total,2023,532.956
Malta,Male,2023,276.567
Malta,Female,2023,256.389
Malta,Rural,2023,22.134
Malta,Urban,2023,415.375
Marshall Islands,Total,2019,44.007
Marshall Islands,Male,2019,22.549
Marshall Islands,Female,2019,21.457
Marshall Islands,Rural,2019,12.016
Marshall Islands,Urban,2019,41.195
Marshall Islands,Total,2020,42.706
Marshall Islands,Male,2020,21.877
Marshall Islands,Female,2020,20.83
Marshall Islands,Rural,2020,11.825
Marshall Islands,Urban,2020,41.426
Marshall Islands,Total,2021,41.367
Marshall Islands,Male,2021,21.192
Marshall Islands,Female,2021,20.174
Marshall Islands,Rural,2021,11.637
Marshall Islands,Urban,2021,41.652
Marshall Islands,Total,2022,40.077
Marshall Islands,Male,2022,20.54
Marshall Islands,Female,2022,19.538
Marshall Islands,Rural,2022,11.455
Marshall Islands,Urban,2022,41.872
Marshall Islands,Total,2023,38.827
Marshall Islands,Male,2023,19.904
Marshall Islands,Female,2023,18.924
Marshall Islands,Rural,2023,11.284
Marshall Islands,Urban,2023,42.116
Martinique,Total,2019,359.611
Martinique,Male,2019,164.793
Martinique,Female,2019,194.818
Martinique,Rural,2019,42.038
Martinique,Urban,2019,343.282
Martinique,Total,2020,356.615
Martinique,Male,2020,162.997
Martinique,Female,2020,193.618
Martinique,Rural,2020,41.862
Martinique,Urban,2020,343.595
Martinique,Total,2021,353.278
Martinique,Male,2021,161.195
Martinique,Female,2021,192.083
Martinique,Rural,2021,41.633
Martinique,Urban,2021,343.798
Martinique,Total,2022,349.459
Martinique,Male,2022,159.071
Martinique,Female,2022,190.388
Martinique,Rural,2022,41.36
Martinique,Urban,2022,343.934
Martinique,Total,2023,346.002
Martinique,Male,2023,157.185
Martinique,Female,2023,188.816
Martinique,Rural,2023,41.044
Martinique,Urban,2023,344.019
Mauritania,Total,2019,4467.708
Mauritania,Male,2019,2183.789
Mauritania,Female,2019,2283.919
Mauritania,Rural,2019,2120.517
Mauritania,Urban,2019,2540.632
Mauritania,Total,2020,4600.131
Mauritania,Male,2020,2250.118
Mauritania,Female,2020,2350.013
Mauritania,Rural,2020,2137.053
Mauritania,Urban,2020,2646.714
Mauritania,Total,2021,4734.874
Mauritania,Male,2021,2317.615
Mauritania,Female,2021,2417.26
Mauritania,Rural,2021,2152.965
Mauritania,Urban,2021,2754.946
Mauritania,Total,2022,4875.637
Mauritania,Male,2022,2388.274
Mauritania,Female,2022,2487.363
Mauritania,Rural,2022,2168.207
Mauritania,Urban,2022,2865.171
Mauritania,Total,2023,5022.441
Mauritania,Male,2023,2461.966
Mauritania,Female,2023,2560.476
Mauritania,Rural,2023,2182.785
Mauritania,Urban,2023,2977.287
Mauritius,Total,2019,1286.27
Mauritius,Male,2019,645.489
Mauritius,Female,2019,640.782
Mauritius,Rural,2019,753.079
Mauritius,Urban,2019,518.289
Mauritius,Total,2020,1283.223
Mauritius,Male,2020,643.778
Mauritius,Female,2020,639.446
Mauritius,Rural,2020,754.784
Mauritius,Urban,2020,519.33
Mauritius,Total,2021,1279.623
Mauritius,Male,2021,641.607
Mauritius,Female,2021,638.016
Mauritius,Rural,2021,755.995
Mauritius,Urban,2021,520.48
Mauritius,Total,2022,1276.13
Mauritius,Male,2022,638.999
Mauritius,Female,2022,637.13
Mauritius,Rural,2022,756.756
Mauritius,Urban,2022,521.772
Mauritius,Total,2023,1273.588
Mauritius,Male,2023,636.58
Mauritius,Female,2023,637.009
Mauritius,Rural,2023,757.089
Mauritius,Urban,2023,523.224
Mayotte,Total,2019,274.911
Mayotte,Male,2019,131.065
Mayotte,Female,2019,143.846
Mayotte,Rural,2019,144.023
Mayotte,Urban,2019,122.357
Mayotte,Total,2020,284.37
Mayotte,Male,2020,135.589
Mayotte,Female,2020,148.781
Mayotte,Rural,2020,148.158
Mayotte,Urban,2020,124.952
Mayotte,Total,2021,294.421
Mayotte,Male,2021,140.392
Mayotte,Female,2021,154.03
Mayotte,Rural,2021,152.244
Mayotte,Urban,2021,127.63
Mayotte,Total,2022,305.269
Mayotte,Male,2022,145.575
Mayotte,Female,2022,159.694
Mayotte,Rural,2022,156.285
Mayotte,Urban,2022,130.404
Mayotte,Total,2023,316.015
Mayotte,Male,2023,150.826
Mayotte,Female,2023,165.19
Mayotte,Rural,2023,160.272
Mayotte,Urban,2023,133.282
Mexico,Total,2019,125762.983
Mexico,Male,2019,61184.489
Mexico,Female,2019,64578.493
Mexico,Rural,2019,25877.808
Mexico,Urban,2019,106450.227
Mexico,Total,2020,126799.055
Mexico,Male,2020,61635.476
Mexico,Female,2020,65163.579
Mexico,Rural,2020,25795.617
Mexico,Urban,2020,108074.41
Mexico,Total,2021,127648.148
Mexico,Male,2021,61979.793
Mexico,Female,2021,65668.355
Mexico,Rural,2021,25701.273
Mexico,Urban,2021,109682.937
Mexico,Total,2022,128613.117
Mexico,Male,2022,62401.721
Mexico,Female,2022,66211.396
Mexico,Rural,2022,25594.922
Mexico,Urban,2022,111274.113
Mexico,Total,2023,129739.759
Mexico,Male,2023,62926.132
Mexico,Female,2023,66813.628
Mexico,Rural,2023,25476.737
Mexico,Urban,2023,112846.229
Micronesia (Federated States of),Total,2019,110.282
Micronesia (Federated States of),Male,2019,54.888
Micronesia (Federated States of),Female,2019,55.395
Micronesia (Federated States of),Rural,2019,82.578
Micronesia (Federated States of),Urban,2019,24.405
Micronesia (Federated States of),Total,2020,110.916
Micronesia (Federated States of),Male,2020,55.187
Micronesia (Federated States of),Female,2020,55.73
Micronesia (Federated States of),Rural,2020,83.058
Micronesia (Federated States of),Urban,2020,24.716
Micronesia (Federated States of),Total,2021,111.624
Micronesia (Federated States of),Male,2021,55.517
Micronesia (Federated States of),Female,2021,56.108
Micronesia (Federated States of),Rural,2021,83.555
Micronesia (Federated States of),Urban,2021,25.054
Micronesia (Federated States of),Total,2022,112.114
Micronesia (Federated States of),Male,2022,55.739
Micronesia (Federated States of),Female,2022,56.374
Micronesia (Federated States of),Rural,2022,84.055
Micronesia (Federated States of),Urban,2022,25.416
Micronesia (Federated States of),Total,2023,112.63
Micronesia (Federated States of),Male,2023,55.975
Micronesia (Federated States of),Female,2023,56.655
Micronesia (Federated States of),Rural,2023,84.565
Micronesia (Federated States of),Urban,2023,25.802
Monaco,Total,2019,38.109
Monaco,Male,2019,18.661
Monaco,Female,2019,19.448
Monaco,Rural,2019,0
Monaco,Urban,2019,39.102
Monaco,Total,2020,38.05
Monaco,Male,2020,18.624
Monaco,Female,2020,19.427
Monaco,Rural,2020,0
Monaco,Urban,2020,39.297
Monaco,Total,2021,38.527
Monaco,Male,2021,18.875
Monaco,Female,2021,19.652
Monaco,Rural,2021,0
Monaco,Urban,2021,39.495
Monaco,Total,2022,38.931
Monaco,Male,2022,19.072
Monaco,Female,2022,19.86
Monaco,Rural,2022,0
Monaco,Urban,2022,39.684
Monaco,Total,2023,38.956
Monaco,Male,2023,19.069
Monaco,Female,2023,19.887
Monaco,Rural,2023,0
Monaco,Urban,2023,39.89
Mongolia,Total,2019,3232.113
Mongolia,Male,2019,1615.387
Mongolia,Female,2019,1616.726
Mongolia,Rural,2019,995.997
Mongolia,Urban,2019,2170.247
Mongolia,Total,2020,3290.785
Mongolia,Male,2020,1645.93
Mongolia,Female,2020,1644.855
Mongolia,Rural,2020,1005.935
Mongolia,Urban,2020,2203.469
Mongolia,Total,2021,3339.674
Mongolia,Male,2021,1668.932
Mongolia,Female,2021,1670.742
Mongolia,Rural,2021,1014.831
Mongolia,Urban,2021,2236.315
Mongolia,Total,2022,3386.015
Mongolia,Male,2022,1690.745
Mongolia,Female,2022,1695.27
Mongolia,Rural,2022,1022.605
Mongolia,Urban,2022,2268.638
Mongolia,Total,2023,3431.932
Mongolia,Male,2023,1712.261
Mongolia,Female,2023,1719.672
Mongolia,Rural,2023,1029.267
Mongolia,Urban,2023,2300.479
Montenegro,Total,2019,611.667
Montenegro,Male,2019,294.65
Montenegro,Female,2019,317.017
Montenegro,Rural,2019,206.74
Montenegro,Urban,2019,422.615
Montenegro,Total,2020,607.935
Montenegro,Male,2020,292.705
Montenegro,Female,2020,315.229
Montenegro,Rural,2020,204.63
Montenegro,Urban,2020,424.767
Montenegro,Total,2021,603.851
Montenegro,Male,2021,290.572
Montenegro,Female,2021,313.278
Montenegro,Rural,2021,202.483
Montenegro,Urban,2021,426.85
Montenegro,Total,2022,614.648
Montenegro,Male,2022,295.724
Montenegro,Female,2022,318.924
Montenegro,Rural,2022,200.301
Montenegro,Urban,2022,428.86
Montenegro,Total,2023,633.552
Montenegro,Male,2023,304.868
Montenegro,Female,2023,328.683
Montenegro,Rural,2023,198.088
Montenegro,Urban,2023,430.805
Montserrat,Total,2019,4.54
Montserrat,Male,2019,2.296
Montserrat,Female,2019,2.244
Montserrat,Rural,2019,4.746
Montserrat,Urban,2019,0.474
Montserrat,Total,2020,4.508
Montserrat,Male,2020,2.267
Montserrat,Female,2020,2.241
Montserrat,Rural,2020,4.765
Montserrat,Urban,2020,0.478
Montserrat,Total,2021,4.479
Montserrat,Male,2021,2.245
Montserrat,Female,2021,2.235
Montserrat,Rural,2021,4.786
Montserrat,Urban,2021,0.482
Montserrat,Total,2022,4.453
Montserrat,Male,2022,2.228
Montserrat,Female,2022,2.225
Montserrat,Rural,2022,4.799
Montserrat,Urban,2022,0.486
Montserrat,Total,2023,4.42
Montserrat,Male,2023,2.207
Montserrat,Female,2023,2.214
Montserrat,Rural,2023,4.804
Montserrat,Urban,2023,0.49
Morocco,Total,2019,36210.898
Morocco,Male,2019,18284.521
Morocco,Female,2019,17926.376
Morocco,Rural,2019,13557.256
Morocco,Urban,2019,23077.9
Morocco,Total,2020,36584.208
Morocco,Male,2020,18471.768
Morocco,Female,2020,18112.44
Morocco,Rural,2020,13519.119
Morocco,Urban,2020,23551.599
Morocco,Total,2021,36954.442
Morocco,Male,2021,18653.397
Morocco,Female,2021,18301.045
Morocco,Rural,2021,13474.542
Morocco,Urban,2021,24022.96
Morocco,Total,2022,37329.064
Morocco,Male,2022,18837.518
Morocco,Female,2022,18491.546
Morocco,Rural,2022,13423.201
Morocco,Urban,2022,24490.652
Morocco,Total,2023,37712.505
Morocco,Male,2023,19023.229
Morocco,Female,2023,18689.276
Morocco,Rural,2023,13365.371
Morocco,Urban,2023,24954.355
Mozambique,Total,2019,29884.38
Mozambique,Male,2019,14452.298
Mozambique,Female,2019,15432.083
Mozambique,Rural,2019,19935.885
Mozambique,Urban,2019,11472.938
Mozambique,Total,2020,30783.688
Mozambique,Male,2020,14896.433
Mozambique,Female,2020,15887.255
Mozambique,Rural,2020,20330.756
Mozambique,Urban,2020,11978.439
Mozambique,Total,2021,31707.8
Mozambique,Male,2021,15354.329
Mozambique,Female,2021,16353.47
Mozambique,Rural,2021,20726.122
Mozambique,Urban,2021,12503.542
Mozambique,Total,2022,32656.246
Mozambique,Male,2022,15823.809
Mozambique,Female,2022,16832.437
Mozambique,Rural,2022,21121.577
Mozambique,Urban,2022,13048.749
Mozambique,Total,2023,33635.16
Mozambique,Male,2023,16307.299
Mozambique,Female,2023,17327.86
Mozambique,Rural,2023,21516.806
Mozambique,Urban,2023,13614.614
Myanmar,Total,2019,52640.713
Myanmar,Male,2019,26251.303
Myanmar,Female,2019,26389.411
Myanmar,Rural,2019,37572.512
Myanmar,Urban,2019,16763.626
Myanmar,Total,2020,53016.522
Myanmar,Male,2020,26431.199
Myanmar,Female,2020,26585.322
Myanmar,Rural,2020,37740.21
Myanmar,Urban,2020,17068.066
Myanmar,Total,2021,53387.102
Myanmar,Male,2021,26606.252
Myanmar,Female,2021,26780.85
Myanmar,Rural,2021,37888.296
Myanmar,Urban,2021,17381.064
Myanmar,Total,2022,53756.787
Myanmar,Male,2022,26779.327
Myanmar,Female,2022,26977.461
Myanmar,Rural,2022,38015.842
Myanmar,Urban,2022,17702.521
Myanmar,Total,2023,54133.798
Myanmar,Male,2023,26956.235
Myanmar,Female,2023,27177.562
Myanmar,Rural,2023,38122.975
Myanmar,Urban,2023,18032.802
Namibia,Total,2019,2650.494
Namibia,Male,2019,1291.528
Namibia,Female,2019,1358.966
Namibia,Rural,2019,1293.462
Namibia,Urban,2019,1348.534
Namibia,Total,2020,2728.762
Namibia,Male,2020,1330.536
Namibia,Female,2020,1398.226
Namibia,Rural,2020,1293.438
Namibia,Urban,2020,1403.099
Namibia,Total,2021,2810.548
Namibia,Male,2021,1371.399
Namibia,Female,2021,1439.149
Namibia,Rural,2021,1292.95
Namibia,Urban,2021,1458.3
Namibia,Total,2022,2889.662
Namibia,Male,2022,1410.918
Namibia,Female,2022,1478.744
Namibia,Rural,2022,1291.955
Namibia,Urban,2022,1513.974
Namibia,Total,2023,2963.095
Namibia,Male,2023,1447.11
Namibia,Female,2023,1515.986
Namibia,Rural,2023,1290.516
Namibia,Urban,2023,1570.077
Nauru,Total,2019,11.587
Nauru,Male,2019,5.927
Nauru,Female,2019,5.66
Nauru,Rural,2019,0
Nauru,Urban,2019,11.26
Nauru,Total,2020,11.643
Nauru,Male,2020,5.94
Nauru,Female,2020,5.703
Nauru,Rural,2020,0
Nauru,Urban,2020,11.227
Nauru,Total,2021,11.709
Nauru,Male,2021,5.963
Nauru,Female,2021,5.745
Nauru,Rural,2021,0
Nauru,Urban,2021,11.222
Nauru,Total,2022,11.801
Nauru,Male,2022,6.01
Nauru,Female,2022,5.791
Nauru,Rural,2022,0
Nauru,Urban,2022,11.232
Nauru,Total,2023,11.875
Nauru,Male,2023,6.048
Nauru,Female,2023,5.827
Nauru,Rural,2023,0
Nauru,Urban,2023,11.261
Nepal,Total,2019,28414.064
Nepal,Male,2019,13600.682
Nepal,Female,2019,14813.382
Nepal,Rural,2019,23907.871
Nepal,Urban,2019,6034.147
Nepal,Total,2020,28966.574
Nepal,Male,2020,13942.564
Nepal,Female,2020,15024.011
Nepal,Rural,2020,24034.011
Nepal,Urban,2020,6226.233
Nepal,Total,2021,29475.01
Nepal,Male,2021,14240.049
Nepal,Female,2021,15234.961
Nepal,Rural,2021,24154.442
Nepal,Urban,2021,6423.994
Nepal,Total,2022,29715.436
Nepal,Male,2022,14345.261
Nepal,Female,2022,15370.175
Nepal,Rural,2022,24267.699
Nepal,Urban,2022,6627.181
Nepal,Total,2023,29694.614
Nepal,Male,2023,14279.233
Nepal,Female,2023,15415.382
Nepal,Rural,2023,24372.262
Nepal,Urban,2023,6835.484
Netherlands,Total,2019,17537.507
Netherlands,Male,2019,8698.228
Netherlands,Female,2019,8839.279
Netherlands,Rural,2019,1391.913
Netherlands,Urban,2019,15740.995
Netherlands,Total,2020,17636.731
Netherlands,Male,2020,8751.393
Netherlands,Female,2020,8885.338
Netherlands,Rural,2020,1333.967
Netherlands,Urban,2020,15847.281
Netherlands,Total,2021,17730.564
Netherlands,Male,2021,8800.731
Netherlands,Female,2021,8929.832
Netherlands,Rural,2021,1279.787
Netherlands,Urban,2021,15949.752
Netherlands,Total,2022,17904.421
Netherlands,Male,2022,8890.013
Netherlands,Female,2022,9014.408
Netherlands,Rural,2022,1229.122
Netherlands,Urban,2022,16048.486
Netherlands,Total,2023,18092.524
Netherlands,Male,2023,8986.255
Netherlands,Female,2023,9106.269
Netherlands,Rural,2023,1181.714
Netherlands,Urban,2023,16143.184
New Caledonia,Total,2019,283.606
New Caledonia,Male,2019,140.357
New Caledonia,Female,2019,143.25
New Caledonia,Rural,2019,81.884
New Caledonia,Urban,2019,201.492
New Caledonia,Total,2020,284.176
New Caledonia,Male,2020,140.422
New Caledonia,Female,2020,143.755
New Caledonia,Rural,2020,81.718
New Caledonia,Urban,2020,205.195
New Caledonia,Total,2021,285.214
New Caledonia,Male,2021,140.756
New Caledonia,Female,2021,144.458
New Caledonia,Rural,2021,81.536
New Caledonia,Urban,2021,208.889
New Caledonia,Total,2022,287.123
New Caledonia,Male,2022,141.591
New Caledonia,Female,2022,145.532
New Caledonia,Rural,2022,81.343
New Caledonia,Urban,2022,212.585
New Caledonia,Total,2023,289.87
New Caledonia,Male,2023,142.962
New Caledonia,Female,2023,146.908
New Caledonia,Rural,2023,81.136
New Caledonia,Urban,2023,216.273
New Zealand,Total,2019,4989.403
New Zealand,Male,2019,2476.011
New Zealand,Female,2019,2513.392
New Zealand,Rural,2019,641.441
New Zealand,Urban,2019,4150.968
New Zealand,Total,2020,5069.895
New Zealand,Male,2020,2516.752
New Zealand,Female,2020,2553.143
New Zealand,Rural,2020,643.015
New Zealand,Urban,2020,4191.405
New Zealand,Total,2021,5107.697
New Zealand,Male,2021,2535.675
New Zealand,Female,2021,2572.021
New Zealand,Rural,2021,644.125
New Zealand,Urban,2021,4231.472
New Zealand,Total,2022,5131.734
New Zealand,Male,2022,2548.325
New Zealand,Female,2022,2583.41
New Zealand,Rural,2022,644.763
New Zealand,Urban,2022,4271.104
New Zealand,Total,2023,5172.836
New Zealand,Male,2023,2569.512
New Zealand,Female,2023,2603.323
New Zealand,Rural,2023,644.943
New Zealand,Urban,2023,4310.389
Nicaragua,Total,2019,6483.657
Nicaragua,Male,2019,3187.963
Nicaragua,Female,2019,3295.693
Nicaragua,Rural,2019,2619.224
Nicaragua,Urban,2019,3731.933
Nicaragua,Total,2020,6565.267
Nicaragua,Male,2020,3227.997
Nicaragua,Female,2020,3337.269
Nicaragua,Rural,2020,2630.055
Nicaragua,Urban,2020,3786.513
Nicaragua,Total,2021,6644.741
Nicaragua,Male,2021,3266.527
Nicaragua,Female,2021,3378.214
Nicaragua,Rural,2021,2639.178
Nicaragua,Urban,2021,3841.629
Nicaragua,Total,2022,6730.654
Nicaragua,Male,2022,3309.012
Nicaragua,Female,2022,3421.642
Nicaragua,Rural,2022,2646.626
Nicaragua,Urban,2022,3897.35
Nicaragua,Total,2023,6823.613
Nicaragua,Male,2023,3355.587
Nicaragua,Female,2023,3468.026
Nicaragua,Rural,2023,2652.58
Nicaragua,Urban,2023,3953.958
Niger,Total,2019,22947.758
Niger,Male,2019,11650.754
Niger,Female,2019,11297.004
Niger,Rural,2019,19348.533
Niger,Urban,2019,3828.158
Niger,Total,2020,23717.613
Niger,Male,2020,12041.757
Niger,Female,2020,11675.856
Niger,Rural,2020,20072.055
Niger,Urban,2020,4002.638
Niger,Total,2021,24502.14
Niger,Male,2021,12439.986
Niger,Female,2021,12062.154
Niger,Rural,2021,20817.293
Niger,Urban,2021,4188.876
Niger,Total,2022,25311.973
Niger,Male,2022,12851.424
Niger,Female,2022,12460.549
Niger,Rural,2022,21584.001
Niger,Urban,2022,4387.629
Niger,Total,2023,26159.867
Niger,Male,2023,13282.161
Niger,Female,2023,12877.706
Niger,Rural,2023,22372.019
Niger,Urban,2023,4599.736
